"taxon"	"dataset"	"level"	"phase"	"val_min_gene_length"	"val_max_gene_length"	"val_mean_gene_length"	"val_num_samples"	"train_min_gene_length"	"train_max_gene_length"	"train_mean_gene_length"	"train_num_samples"	"min_gene_length"	"max_gene_length"	"mean_gene_length"	"num_samples"	"genus_confusion"	"species_confusion"
"Phengaris_teleius"	"Lycaenidae"	"species"	"train"	658	658	658	2	584	658	648.275862068965	29	584	658	648.903225806452	31	NA	0
"Philiris"	"Lycaenidae"	"genus"	"train"	657	657	657	2	658	658	658	2	657	658	657.5	4	0	NA
"Philiris_helena"	"Lycaenidae"	"species"	"train"	657	657	657	2	658	658	658	2	657	658	657.5	4	NA	0
"Philotes"	"Lycaenidae"	"genus"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	0	NA
"Philotes_sonorensis"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Phippsia"	"Poaceae"	"genus"	"train"	517	552	534.5	4	552	553	552.2	10	517	553	547.142857142857	14	0	NA
"Phippsia_algida"	"Poaceae"	"species"	"train"	517	552	534.5	4	552	553	552.2	10	517	553	547.142857142857	14	NA	0
"Phleum"	"Poaceae"	"genus"	"train"	552	552	552	4	503	570	545.071428571429	28	503	570	545.9375	32	0	NA
"Phleum_pratense"	"Poaceae"	"species"	"train"	552	552	552	4	503	570	545.071428571429	28	503	570	545.9375	32	NA	0
"Picris"	"Asteraceae"	"genus"	"train"	529	542	535.5	4	531	574	554	10	529	574	548.714285714286	14	0	NA
"Picris_hieracioides"	"Asteraceae"	"species"	"train"	529	542	535.5	4	531	574	554	10	529	574	548.714285714286	14	NA	0
"Pilosella"	"Asteraceae"	"genus"	"train"	542	552	548.666666666667	12	542	553	549.705882352941	34	542	553	549.434782608696	46	0.666666666666667	NA
"Pilosella_flagellaris"	"Asteraceae"	"species"	"train"	542	542	542	4	542	552	547	4	542	552	544.5	8	NA	0.333333333333333
"Pilosella_officinarum"	"Asteraceae"	"species"	"train"	552	552	552	4	542	553	546.2	10	542	553	547.857142857143	14	NA	0.333333333333333
"Pilosella_piloselloides"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	20	552	552	552	24	NA	0
"Piptatheropsis"	"Poaceae"	"genus"	"train"	552	603	565.25	8	552	603	565.25	8	552	603	565.25	16	0	NA
"Piptatheropsis_canadensis"	"Poaceae"	"species"	"train"	552	553	552.5	4	552	553	552.5	4	552	553	552.5	8	NA	0
"Piptatheropsis_exigua"	"Poaceae"	"species"	"train"	553	603	578	4	553	603	578	4	553	603	578	8	NA	0
"Pithecops"	"Lycaenidae"	"genus"	"train"	307	658	482.5	2	647	658	652.5	2	307	658	567.5	4	0	NA
"Pithecops_dionisius"	"Lycaenidae"	"species"	"train"	307	658	482.5	2	647	658	652.5	2	307	658	567.5	4	NA	0
"Platynaspis"	"Coccinellidae"	"genus"	"train"	622	658	640	2	553	658	643.142857142857	14	553	658	642.75	16	0	NA
"Platynaspis_luteorubra"	"Coccinellidae"	"species"	"train"	622	658	640	2	553	658	643.142857142857	14	553	658	642.75	16	NA	0
"Plebejus"	"Lycaenidae"	"genus"	"train"	632	658	654.75	8	522	660	652.239185750636	393	522	660	652.28927680798	401	0.25	NA
"Plebejus_argus"	"Lycaenidae"	"species"	"train"	632	658	645	2	562	658	654.026490066225	151	562	658	653.908496732026	153	NA	0
"Plebejus_argyrognomon"	"Lycaenidae"	"species"	"train"	658	658	658	2	590	658	655.142857142857	63	590	658	655.230769230769	65	NA	0
"Plebejus_idas"	"Lycaenidae"	"species"	"train"	658	658	658	2	522	660	650.186746987952	166	522	660	650.279761904762	168	NA	0
"Plebejus_melissa"	"Lycaenidae"	"species"	"train"	658	658	658	2	571	658	643.615384615385	13	571	658	645.533333333333	15	NA	0.25
"Plebulina"	"Lycaenidae"	"genus"	"train"	658	658	658	2	658	658	658	7	658	658	658	9	0	NA
"Plebulina_emigdionis"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	7	658	658	658	9	NA	0
"Pleuropogon"	"Poaceae"	"genus"	"train"	552	603	577.75	8	510	603	555.333333333333	18	510	603	562.230769230769	26	0	NA
"Pleuropogon_refractus"	"Poaceae"	"species"	"train"	603	603	603	4	510	603	567	8	510	603	579	12	NA	0
"Pleuropogon_sabinei"	"Poaceae"	"species"	"train"	552	553	552.5	4	536	552	546	10	536	553	547.857142857143	14	NA	0
"Poa"	"Poaceae"	"genus"	"train"	546	552	550.2	20	521	569	550.956140350877	228	521	569	550.895161290323	248	0.3	NA
"Poa_alpina"	"Poaceae"	"species"	"train"	552	552	552	4	542	552	549.333333333333	30	542	552	549.647058823529	34	NA	0
"Poa_arctica"	"Poaceae"	"species"	"train"	552	552	552	4	521	552	551.225	80	521	552	551.261904761905	84	NA	0
"Poa_bulbosa"	"Poaceae"	"species"	"train"	546	552	549	4	542	552	545.333333333333	6	542	552	546.8	10	NA	0.2
"Poa_cusickii"	"Poaceae"	"species"	"train"	549	549	549	4	549	552	550	6	549	552	549.6	10	NA	0
"Poa_pratensis"	"Poaceae"	"species"	"train"	546	552	549	4	542	569	551.584905660377	106	542	569	551.490909090909	110	NA	0.1
"Polyommatus"	"Lycaenidae"	"genus"	"train"	564	658	650.8125	32	306	658	647.375	1032	306	658	647.478383458647	1064	0	NA
"Polyommatus_admetus"	"Lycaenidae"	"species"	"train"	657	658	657.5	2	655	658	655.9	10	655	658	656.166666666667	12	NA	0
"Polyommatus_amandus"	"Lycaenidae"	"species"	"train"	658	658	658	2	562	658	652.370967741935	62	562	658	652.546875	64	NA	0
"Polyommatus_damocles"	"Lycaenidae"	"species"	"train"	658	658	658	2	614	658	643.333333333333	3	614	658	649.2	5	NA	0
"Polyommatus_damon"	"Lycaenidae"	"species"	"train"	658	658	658	2	306	658	612.58	50	306	658	614.326923076923	52	NA	0
"Polyommatus_damone"	"Lycaenidae"	"species"	"train"	658	658	658	2	611	658	653.136363636364	22	611	658	653.541666666667	24	NA	0
"Polyommatus_daphnis"	"Lycaenidae"	"species"	"train"	618	658	638	2	614	658	653.326923076923	52	614	658	652.759259259259	54	NA	0
"Polyommatus_dolus"	"Lycaenidae"	"species"	"train"	658	658	658	2	636	658	653.6	5	636	658	654.857142857143	7	NA	0
"Polyommatus_dorylas"	"Lycaenidae"	"species"	"train"	658	658	658	2	630	658	656.352941176471	17	630	658	656.526315789474	19	NA	0
"Polyommatus_eros"	"Lycaenidae"	"species"	"train"	658	658	658	2	551	658	643.35	60	551	658	643.822580645161	62	NA	0
"Polyommatus_escheri"	"Lycaenidae"	"species"	"train"	658	658	658	2	617	658	652.918918918919	37	617	658	653.179487179487	39	NA	0
"Polyommatus_humedasae"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Polyommatus_icadius"	"Lycaenidae"	"species"	"train"	564	606	585	2	560	607	597.166666666667	12	560	607	595.428571428571	14	NA	0
"Polyommatus_icarus"	"Lycaenidae"	"species"	"train"	658	658	658	2	536	658	648.149171270718	543	536	658	648.185321100917	545	NA	0
"Polyommatus_phyllides"	"Lycaenidae"	"species"	"train"	654	654	654	2	654	654	654	3	654	654	654	5	NA	0
"Polyommatus_ripartii"	"Lycaenidae"	"species"	"train"	623	658	640.5	2	521	658	652.436170212766	94	521	658	652.1875	96	NA	0
"Polyommatus_thersites"	"Lycaenidae"	"species"	"train"	658	658	658	2	562	658	654.683333333333	60	562	658	654.790322580645	62	NA	0
"Propylea"	"Coccinellidae"	"genus"	"train"	535	552	543.5	2	621	658	637.666666666667	3	535	658	600	5	0	NA
"Propylea_quatuordecimpunctata"	"Coccinellidae"	"species"	"train"	535	552	543.5	2	621	658	637.666666666667	3	535	658	600	5	NA	0
"Prosotas"	"Lycaenidae"	"genus"	"train"	592	614	603	2	612	630	621	2	592	630	612	4	0	NA
"Prosotas_dubiosa"	"Lycaenidae"	"species"	"train"	592	614	603	2	612	630	621	2	592	630	612	4	NA	0
"Psathyrostachys"	"Poaceae"	"genus"	"train"	549	550	549.5	4	549	568	553.75	8	549	568	552.333333333333	12	0.5	NA
"Psathyrostachys_juncea"	"Poaceae"	"species"	"train"	549	550	549.5	4	549	568	553.75	8	549	568	552.333333333333	12	NA	0.5
"Pseudalmenus"	"Lycaenidae"	"genus"	"train"	658	658	658	2	641	660	648.588235294118	17	641	660	649.578947368421	19	0	NA
"Pseudalmenus_chlorinda"	"Lycaenidae"	"species"	"train"	658	658	658	2	641	660	648.588235294118	17	641	660	649.578947368421	19	NA	0
"Pseudodipsas"	"Lycaenidae"	"genus"	"train"	657	658	657.5	2	505	658	581.5	2	505	658	619.5	4	0	NA
"Pseudodipsas_cephenes"	"Lycaenidae"	"species"	"train"	657	658	657.5	2	505	658	581.5	2	505	658	619.5	4	NA	0
"Pseudognaphalium"	"Asteraceae"	"genus"	"train"	552	552	552	4	553	561	557	4	552	561	554.5	8	1	NA
"Pseudognaphalium_obtusifolium"	"Asteraceae"	"species"	"train"	552	552	552	4	553	561	557	4	552	561	554.5	8	NA	1
"Pseudophilotes"	"Lycaenidae"	"genus"	"train"	621	658	650.375	8	440	658	644.971264367816	174	440	658	645.208791208791	182	0.25	NA
"Pseudophilotes_baton"	"Lycaenidae"	"species"	"train"	621	658	639.5	2	592	658	650.209677419355	62	592	658	649.875	64	NA	0
"Pseudophilotes_bavius"	"Lycaenidae"	"species"	"train"	658	658	658	2	564	658	652.777777777778	18	564	658	653.3	20	NA	0
"Pseudophilotes_panoptes"	"Lycaenidae"	"species"	"train"	658	658	658	2	573	658	652.346153846154	26	573	658	652.75	28	NA	0
"Pseudophilotes_vicrama"	"Lycaenidae"	"species"	"train"	634	658	646	2	440	658	635.308823529412	68	440	658	635.614285714286	70	NA	0.25
"Pseudoroegneria"	"Poaceae"	"genus"	"train"	552	603	577.5	4	549	603	587.571428571429	14	549	603	585.333333333333	18	0.5	NA
"Pseudoroegneria_spicata"	"Poaceae"	"species"	"train"	552	603	577.5	4	549	603	587.571428571429	14	549	603	585.333333333333	18	NA	0.5
"Pseudozizeeria"	"Lycaenidae"	"genus"	"train"	658	658	658	2	534	658	610.954545454545	44	534	658	613	46	0	NA
"Pseudozizeeria_maha"	"Lycaenidae"	"species"	"train"	658	658	658	2	534	658	610.954545454545	44	534	658	613	46	NA	0
"Psiadia"	"Asteraceae"	"genus"	"train"	536	553	544.5	4	553	553	553	4	536	553	548.75	8	0	NA
"Psiadia_punctulata"	"Asteraceae"	"species"	"train"	536	553	544.5	4	553	553	553	4	536	553	548.75	8	NA	0
"Psyllobora"	"Coccinellidae"	"genus"	"train"	565	658	630	6	354	658	593.650793650794	63	354	658	596.811594202899	69	0	NA
"Psyllobora_borealis"	"Coccinellidae"	"species"	"train"	612	629	620.5	2	576	614	595	2	576	629	607.75	4	NA	0
"Psyllobora_vigintiduopunctata"	"Coccinellidae"	"species"	"train"	658	658	658	2	658	658	658	7	658	658	658	9	NA	0
"Psyllobora_vigintimaculata"	"Coccinellidae"	"species"	"train"	565	658	611.5	2	354	658	585.259259259259	54	354	658	586.196428571429	56	NA	0
"Puccinellia"	"Poaceae"	"genus"	"train"	552	553	552.1	20	505	553	548.833333333333	48	505	553	549.794117647059	68	0.6	NA
"Puccinellia_angustata"	"Poaceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.2
"Puccinellia_distans"	"Poaceae"	"species"	"train"	552	552	552	4	542	553	546.2	10	542	553	547.857142857143	14	NA	0.2
"Puccinellia_nutkaensis"	"Poaceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.2
"Puccinellia_nuttalliana"	"Poaceae"	"species"	"train"	552	552	552	4	552	552	552	8	552	552	552	12	NA	0
"Puccinellia_phryganodes"	"Poaceae"	"species"	"train"	552	553	552.5	4	505	552	547.727272727273	22	505	553	548.461538461538	26	NA	0
"Pyrrocoma"	"Asteraceae"	"genus"	"train"	553	553	553	4	420	552	486	4	420	553	519.5	8	1	NA
"Pyrrocoma_lanceolata"	"Asteraceae"	"species"	"train"	553	553	553	4	420	552	486	4	420	553	519.5	8	NA	1
"Rekoa"	"Lycaenidae"	"genus"	"train"	658	658	658	2	647	658	656.75	12	647	658	656.928571428571	14	0	NA
"Rekoa_palegon"	"Lycaenidae"	"species"	"train"	658	658	658	2	647	658	656.75	12	647	658	656.928571428571	14	NA	0
"Rhyzobius"	"Coccinellidae"	"genus"	"train"	579	601	590	2	455	588	538	12	455	601	545.428571428571	14	0	NA
"Rhyzobius_lophanthae"	"Coccinellidae"	"species"	"train"	579	601	590	2	455	588	538	12	455	601	545.428571428571	14	NA	0
"Satyrium"	"Lycaenidae"	"genus"	"train"	560	658	651.78947368421	38	562	658	653.772594752187	343	560	658	653.574803149606	381	0	NA
"Satyrium_acaciae"	"Lycaenidae"	"species"	"train"	658	658	658	2	574	658	647.204545454545	44	574	658	647.673913043478	46	NA	0
"Satyrium_acadica"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	3	658	658	658	5	NA	0
"Satyrium_alcestis"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	4	658	658	658	6	NA	0
"Satyrium_auretorum"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Satyrium_behrii"	"Lycaenidae"	"species"	"train"	658	658	658	2	566	658	635	4	566	658	642.666666666667	6	NA	0
"Satyrium_calanus"	"Lycaenidae"	"species"	"train"	658	658	658	2	562	658	638.8	5	562	658	644.285714285714	7	NA	0
"Satyrium_californica"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	10	658	658	658	12	NA	0
"Satyrium_favonius"	"Lycaenidae"	"species"	"train"	658	658	658	2	653	658	657	5	653	658	657.285714285714	7	NA	0
"Satyrium_fuliginosa"	"Lycaenidae"	"species"	"train"	657	658	657.5	2	658	658	658	10	657	658	657.916666666667	12	NA	0
"Satyrium_ilicis"	"Lycaenidae"	"species"	"train"	658	658	658	2	634	658	657.483870967742	62	634	658	657.5	64	NA	0
"Satyrium_liparops"	"Lycaenidae"	"species"	"train"	566	618	592	2	658	658	658	3	566	658	631.6	5	NA	0
"Satyrium_pruni"	"Lycaenidae"	"species"	"train"	658	658	658	2	607	658	655.076923076923	39	607	658	655.219512195122	41	NA	0
"Satyrium_saepium"	"Lycaenidae"	"species"	"train"	658	658	658	2	645	658	655.833333333333	6	645	658	656.375	8	NA	0
"Satyrium_semiluna"	"Lycaenidae"	"species"	"train"	653	658	655.5	2	658	658	658	7	653	658	657.444444444444	9	NA	0
"Satyrium_spini"	"Lycaenidae"	"species"	"train"	658	658	658	2	574	658	654.178082191781	73	574	658	654.28	75	NA	0
"Satyrium_sylvinus"	"Lycaenidae"	"species"	"train"	658	658	658	2	646	658	656.909090909091	11	646	658	657.076923076923	13	NA	0
"Satyrium_tetra"	"Lycaenidae"	"species"	"train"	658	658	658	2	585	658	637.125	8	585	658	641.3	10	NA	0
"Satyrium_titus"	"Lycaenidae"	"species"	"train"	560	658	609	2	658	658	658	4	560	658	641.666666666667	6	NA	0
"Satyrium_w-album"	"Lycaenidae"	"species"	"train"	658	658	658	2	607	658	654.162790697674	43	607	658	654.333333333333	45	NA	0
"Schizachne"	"Poaceae"	"genus"	"train"	603	603	603	4	545	607	575.4	30	545	607	578.647058823529	34	0	NA
"Schizachne_purpurascens"	"Poaceae"	"species"	"train"	603	603	603	4	545	607	575.4	30	545	607	578.647058823529	34	NA	0
"Scolitantides"	"Lycaenidae"	"genus"	"train"	658	658	658	2	596	658	654.764705882353	34	596	658	654.944444444444	36	0	NA
"Scolitantides_orion"	"Lycaenidae"	"species"	"train"	658	658	658	2	596	658	654.764705882353	34	596	658	654.944444444444	36	NA	0
"Scymnus"	"Coccinellidae"	"genus"	"train"	442	658	639.642857142857	28	414	658	637.553719008264	121	414	658	637.946308724832	149	0	NA
"Scymnus_abietis"	"Coccinellidae"	"species"	"train"	658	658	658	2	639	658	654.833333333333	6	639	658	655.625	8	NA	0
"Scymnus_apetzi"	"Coccinellidae"	"species"	"train"	658	658	658	2	658	658	658	6	658	658	658	8	NA	0
"Scymnus_auritus"	"Coccinellidae"	"species"	"train"	658	658	658	2	599	658	638.333333333333	3	599	658	646.2	5	NA	0
"Scymnus_ferrugatus"	"Coccinellidae"	"species"	"train"	658	658	658	2	630	658	654.888888888889	9	630	658	655.454545454545	11	NA	0
"Scymnus_fraternus"	"Coccinellidae"	"species"	"train"	588	658	623	2	555	588	571.5	2	555	658	597.25	4	NA	0
"Scymnus_frontalis"	"Coccinellidae"	"species"	"train"	658	658	658	2	554	658	644.117647058824	17	554	658	645.578947368421	19	NA	0
"Scymnus_haemorrhoidalis"	"Coccinellidae"	"species"	"train"	658	658	658	2	614	658	654	11	614	658	654.615384615385	13	NA	0
"Scymnus_interruptus"	"Coccinellidae"	"species"	"train"	606	658	632	2	658	658	658	4	606	658	649.333333333333	6	NA	0
"Scymnus_lacustris"	"Coccinellidae"	"species"	"train"	579	611	595	2	564	658	638.090909090909	11	564	658	631.461538461538	13	NA	0
"Scymnus_mimulus"	"Coccinellidae"	"species"	"train"	633	658	645.5	2	658	658	658	3	633	658	653	5	NA	0
"Scymnus_nigrinus"	"Coccinellidae"	"species"	"train"	633	658	645.5	2	634	658	652	4	633	658	649.833333333333	6	NA	0
"Scymnus_nubilus"	"Coccinellidae"	"species"	"train"	442	658	550	2	414	658	572.714285714286	7	414	658	567.666666666667	9	NA	0
"Scymnus_rubromaculatus"	"Coccinellidae"	"species"	"train"	658	658	658	2	525	658	614.944444444444	18	525	658	619.25	20	NA	0
"Scymnus_suturalis"	"Coccinellidae"	"species"	"train"	658	658	658	2	528	658	643	20	528	658	644.363636363636	22	NA	0
"Silybum"	"Asteraceae"	"genus"	"train"	552	552	552	4	542	553	546.2	10	542	553	547.857142857143	14	1	NA
"Silybum_marianum"	"Asteraceae"	"species"	"train"	552	552	552	4	542	553	546.2	10	542	553	547.857142857143	14	NA	1
"Solidago"	"Asteraceae"	"genus"	"train"	551	566	552.794117647059	68	538	561	552.175675675676	148	538	566	552.37037037037	216	0.852941176470588	NA
"Solidago_altissima"	"Asteraceae"	"species"	"train"	552	552	552	4	552	561	556.5	4	552	561	554.25	8	NA	0.0588235294117647
"Solidago_brendae"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	6	552	552	552	10	NA	0.0588235294117647
"Solidago_caesia"	"Asteraceae"	"species"	"train"	553	553	553	4	551	552	551.75	8	551	553	552.166666666667	12	NA	0.0588235294117647
"Solidago_canadensis"	"Asteraceae"	"species"	"train"	552	552	552	4	552	553	552.25	16	552	553	552.2	20	NA	0.0588235294117647
"Solidago_elongata"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0588235294117647
"Solidago_houghtonii"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	6	552	552	552	10	NA	0.0588235294117647
"Solidago_juncea"	"Asteraceae"	"species"	"train"	552	553	552.5	4	552	552	552	4	552	553	552.25	8	NA	0.0588235294117647
"Solidago_lepida"	"Asteraceae"	"species"	"train"	552	552	552	4	551	552	551.833333333333	12	551	552	551.875	16	NA	0.0588235294117647
"Solidago_macrophylla"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	6	552	552	552	10	NA	0.0588235294117647
"Solidago_multiradiata"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	18	552	552	552	22	NA	0.0588235294117647
"Solidago_odora"	"Asteraceae"	"species"	"train"	561	566	563.5	4	560	561	560.5	4	560	566	562	8	NA	0.0294117647058824
"Solidago_ontarioensis"	"Asteraceae"	"species"	"train"	553	553	553	4	553	553	553	6	553	553	553	10	NA	0
"Solidago_ptarmicoides"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0588235294117647
"Solidago_racemosa"	"Asteraceae"	"species"	"train"	552	552	552	4	548	552	550.666666666667	6	548	552	551.2	10	NA	0.0588235294117647
"Solidago_randii"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	30	552	552	552	34	NA	0
"Solidago_rugosa"	"Asteraceae"	"species"	"train"	551	552	551.5	4	538	553	549.6	10	538	553	550.142857142857	14	NA	0.0588235294117647
"Solidago_uliginosa"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0588235294117647
"Sonchus"	"Asteraceae"	"genus"	"train"	534	553	548.833333333333	12	505	580	545.155555555556	90	505	580	545.588235294118	102	0.666666666666667	NA
"Sonchus_arvensis"	"Asteraceae"	"species"	"train"	534	551	542.5	4	505	580	551.6875	32	505	580	550.666666666667	36	NA	0.333333333333333
"Sonchus_asper"	"Asteraceae"	"species"	"train"	551	552	551.5	4	538	553	546.1	20	538	553	547	24	NA	0
"Sonchus_oleraceus"	"Asteraceae"	"species"	"train"	552	553	552.5	4	522	571	539.157894736842	38	522	571	540.428571428571	42	NA	0.333333333333333
"Sphenopholis"	"Poaceae"	"genus"	"train"	552	552	552	4	512	552	537.666666666667	6	512	552	543.4	10	0	NA
"Sphenopholis_intermedia"	"Poaceae"	"species"	"train"	552	552	552	4	512	552	537.666666666667	6	512	552	543.4	10	NA	0
"Stenotus"	"Asteraceae"	"genus"	"train"	553	553	553	4	512	553	532.5	4	512	553	542.75	8	0	NA
"Stenotus_armerioides"	"Asteraceae"	"species"	"train"	553	553	553	4	512	553	532.5	4	512	553	542.75	8	NA	0
"Stethorus"	"Coccinellidae"	"genus"	"train"	591	658	624.5	2	438	658	613.307692307692	26	438	658	614.107142857143	28	0	NA
"Stethorus_punctillum"	"Coccinellidae"	"species"	"train"	591	658	624.5	2	438	658	613.307692307692	26	438	658	614.107142857143	28	NA	0
"Stipa"	"Poaceae"	"genus"	"train"	572	572	572	4	552	631	578.333333333333	6	552	631	575.8	10	0	NA
"Stipa_lessingiana"	"Poaceae"	"species"	"train"	572	572	572	4	552	631	578.333333333333	6	552	631	575.8	10	NA	0
"Strephonota"	"Lycaenidae"	"genus"	"train"	650	658	654	2	658	658	658	4	650	658	656.666666666667	6	0	NA
"Strephonota_tephraeus"	"Lycaenidae"	"species"	"train"	650	658	654	2	658	658	658	4	650	658	656.666666666667	6	NA	0
"Strymon"	"Lycaenidae"	"genus"	"train"	638	658	655.277777777778	18	510	658	642.843137254902	51	510	658	646.086956521739	69	0.0555555555555556	NA
"Strymon_albata"	"Lycaenidae"	"species"	"train"	642	645	643.5	2	658	658	658	3	642	658	652.2	5	NA	0
"Strymon_avalona"	"Lycaenidae"	"species"	"train"	658	658	658	2	612	658	642.666666666667	3	612	658	648.8	5	NA	0
"Strymon_bazochii"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	5	658	658	658	7	NA	0
"Strymon_cestri"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	5	658	658	658	7	NA	0
"Strymon_eurytulus"	"Lycaenidae"	"species"	"train"	658	658	658	2	620	658	639	2	620	658	648.5	4	NA	0.0555555555555556
"Strymon_istapa"	"Lycaenidae"	"species"	"train"	658	658	658	2	510	658	611.333333333333	6	510	658	623	8	NA	0
"Strymon_martialis"	"Lycaenidae"	"species"	"train"	658	658	658	2	525	658	591.5	2	525	658	624.75	4	NA	0
"Strymon_melinus"	"Lycaenidae"	"species"	"train"	638	658	648	2	532	658	646	23	532	658	646.16	25	NA	0
"Strymon_ziba"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Subcoccinella"	"Coccinellidae"	"genus"	"train"	307	636	471.5	2	553	658	616.2	5	307	658	574.857142857143	7	0	NA
"Subcoccinella_vigintiquatuorpunctata"	"Coccinellidae"	"species"	"train"	307	636	471.5	2	553	658	616.2	5	307	658	574.857142857143	7	NA	0
"Symphyotrichum"	"Asteraceae"	"genus"	"train"	547	553	552.027777777778	72	495	570	549.626865671642	134	495	570	550.466019417476	206	0.861111111111111	NA
"Symphyotrichum_anticostense"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0555555555555556
"Symphyotrichum_boreale"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0555555555555556
"Symphyotrichum_ciliatum"	"Asteraceae"	"species"	"train"	552	552	552	4	522	552	542	6	522	552	546	10	NA	0.0555555555555556
"Symphyotrichum_ciliolatum"	"Asteraceae"	"species"	"train"	552	552	552	4	524	552	542.666666666667	6	524	552	546.4	10	NA	0.0555555555555556
"Symphyotrichum_cordifolium"	"Asteraceae"	"species"	"train"	547	552	549.5	4	552	553	552.333333333333	6	547	553	551.2	10	NA	0.0555555555555556
"Symphyotrichum_divaricatum"	"Asteraceae"	"species"	"train"	553	553	553	4	553	553	553	4	553	553	553	8	NA	0.0555555555555556
"Symphyotrichum_falcatum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0555555555555556
"Symphyotrichum_foliaceum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	8	552	552	552	12	NA	0.0555555555555556
"Symphyotrichum_laeve"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0555555555555556
"Symphyotrichum_lanceolatum"	"Asteraceae"	"species"	"train"	552	552	552	4	495	553	543.285714285714	14	495	553	545.222222222222	18	NA	0
"Symphyotrichum_lateriflorum"	"Asteraceae"	"species"	"train"	551	552	551.5	4	552	555	553.125	16	551	555	552.8	20	NA	0.0555555555555556
"Symphyotrichum_novae-angliae"	"Asteraceae"	"species"	"train"	552	553	552.5	4	500	554	544.090909090909	22	500	554	545.384615384615	26	NA	0.0555555555555556
"Symphyotrichum_oolentangiense"	"Asteraceae"	"species"	"train"	552	552	552	4	548	552	551	8	548	552	551.333333333333	12	NA	0.0555555555555556
"Symphyotrichum_pilosum"	"Asteraceae"	"species"	"train"	553	553	553	4	553	553	553	4	553	553	553	8	NA	0
"Symphyotrichum_pygmaeum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	6	552	552	552	10	NA	0.0555555555555556
"Symphyotrichum_robynsianum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.0555555555555556
"Symphyotrichum_subulatum"	"Asteraceae"	"species"	"train"	553	553	553	4	553	570	560.75	8	553	570	558.166666666667	12	NA	0.0277777777777778
"Symphyotrichum_urophyllum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	553	552.666666666667	6	552	553	552.4	10	NA	0.0555555555555556
"Taraxacum"	"Asteraceae"	"genus"	"train"	511	552	542.5	36	486	577	548.982456140351	114	486	577	547.426666666667	150	0.833333333333333	NA
"Taraxacum_alaskanum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	6	552	552	552	10	NA	0.111111111111111
"Taraxacum_ceratophorum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	6	552	552	552	10	NA	0.111111111111111
"Taraxacum_holmenianum"	"Asteraceae"	"species"	"train"	522	552	537	4	552	552	552	16	522	552	549	20	NA	0.0555555555555556
"Taraxacum_hyparcticum"	"Asteraceae"	"species"	"train"	524	552	538	4	552	552	552	12	524	552	548.5	16	NA	0.111111111111111
"Taraxacum_lacerum"	"Asteraceae"	"species"	"train"	521	552	536.5	4	552	552	552	4	521	552	544.25	8	NA	0.111111111111111
"Taraxacum_lapponicum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0.111111111111111
"Taraxacum_mongolicum"	"Asteraceae"	"species"	"train"	511	511	511	4	511	511	511	4	511	511	511	8	NA	0
"Taraxacum_officinale"	"Asteraceae"	"species"	"train"	552	552	552	4	486	577	549.6	40	486	577	549.818181818182	44	NA	0.111111111111111
